"port_code","period","total_number_vessels","total_tonnage_vessels","num_small_vessels","num_medium_vessels","num_large_vessels","num_verylarge_vessels","ton_small_vessels","ton_medium_vessels","ton_large_vessels","ton_verylarge_vessels"
"TRSSX",49,1,4,1,NA,NA,NA,4,NA,NA,NA
"TRTZX",49,12,179,11,1,NA,NA,147,32,NA,NA
"TRALI",49,4,41,2,2,NA,NA,10,31,NA,NA
"TRAMB",49,324,20609,45,220,59,NA,661,11614,8333,NA
"TRAYT",49,20,611,3,17,NA,NA,48,564,NA,NA
"TRGCK",49,1,4,1,NA,NA,NA,4,NA,NA,NA
"TRGEM",49,62,2342,18,43,1,NA,229,1895,219,NA
"TRISK",49,1,6,1,NA,NA,NA,6,NA,NA,NA
"TRIST",49,70,1968,18,52,NA,NA,262,1706,NA,NA
"TRIZM",49,197,9762,54,141,2,NA,1175,8377,210,NA
"TRIZT",49,62,2869,8,50,4,NA,83,2429,357,NA
"TRMER",49,259,12853,86,155,18,NA,1685,8478,2691,NA
"TRTEK",49,5,87,2,3,NA,NA,12,76,NA,NA
"GBBEL",49,113,866,99,14,NA,NA,667,199,NA,NA
"GBBRS",49,25,337,11,14,NA,NA,70,268,NA,NA
"GBCDF",49,7,53,7,NA,NA,NA,54,NA,NA,NA
"GBCYP",49,54,375,54,NA,NA,NA,375,NA,NA,NA
"GBDVR",49,2,24,1,1,NA,NA,8,16,NA,NA
"GBFOR",49,74,458,62,12,NA,NA,263,196,NA,NA
"GBFXT",49,577,25375,128,179,232,123,754,5040,15419,20021
"GBGOO",49,25,53,25,NA,NA,NA,53,NA,NA,NA
"GBHRW",49,1,8,1,NA,NA,NA,8,NA,NA,NA
"GBHUL",49,50,308,50,NA,NA,NA,308,NA,NA,NA
"GBIMM",49,7,52,7,NA,NA,NA,52,NA,NA,NA
"GBLDY",49,1,29,NA,1,NA,NA,NA,29,NA,NA
"GBLIV",49,101,1529,45,56,NA,NA,347,1183,NA,NA
"GBLON",49,255,6046,84,142,29,27,578,3770,1697,3669
"GBMED",49,109,5833,8,16,85,NA,46,438,5349,NA
"GBMME",49,107,953,83,24,NA,NA,633,319,NA,NA
"GBPME",49,14,140,14,NA,NA,NA,140,NA,NA,NA
"GBSOU",49,178,11843,29,17,123,96,224,661,9927,14020
"GBTYN",49,26,121,26,NA,NA,NA,121,NA,NA,NA
"GBWPT",49,25,190,25,NA,NA,NA,190,NA,NA,NA
"BEANR",50,1098,36306,231,576,260,161,1840,14689,16063,24165
"BEGNE",50,14,127,14,NA,NA,NA,127,NA,NA,NA
"BEZEE",50,298,13652,99,75,89,5,692,1134,7451,708
"BGBOJ",50,14,193,1,13,NA,NA,5,188,NA,NA
"BGVAR",50,62,755,21,41,NA,NA,146,608,NA,NA
"CYLCA",50,1,6,1,NA,NA,NA,6,NA,NA,NA
"CYLMS",50,254,3732,151,89,14,NA,981,2008,742,NA
"DEBRE",50,14,215,8,6,NA,NA,64,150,NA,NA
"DEBRV",50,990,28109,437,274,257,150,2805,6657,15573,26515
"DECUX",50,13,115,13,NA,NA,NA,115,NA,NA,NA
"DEHAM",50,1391,41671,717,304,315,180,4492,6953,24028,27179
"DEKEL",50,1,18,NA,1,NA,NA,NA,18,NA,NA
"DELBC",50,8,46,8,NA,NA,NA,46,NA,NA,NA
"DERSK",50,3,41,2,1,NA,NA,11,30,NA,NA
"DKAAL",50,16,158,3,13,NA,NA,12,146,NA,NA
"DKAAR",50,203,3160,144,46,13,12,1082,866,1210,1769
"DKCPH",50,94,666,94,NA,NA,NA,666,NA,NA,NA
"DKEBJ",50,12,59,12,NA,NA,NA,59,NA,NA,NA
"DKFRC",50,23,150,23,NA,NA,NA,150,NA,NA,NA
"DKKOG",50,5,9,5,NA,NA,NA,9,NA,NA,NA
"EETLL",50,100,1033,60,40,NA,NA,336,696,NA,NA
"GRCLK",50,6,13,6,NA,NA,NA,13,NA,NA,NA
"GREEU",50,9,88,3,6,NA,NA,18,70,NA,NA
"GRGPA",50,4,8,4,NA,NA,NA,8,NA,NA,NA
"GRHER",50,21,238,6,15,NA,NA,24,214,NA,NA
"GRIGO",50,2,4,2,NA,NA,NA,4,NA,NA,NA
"GRKVA",50,9,43,9,NA,NA,NA,42,NA,NA,NA
"GRLAV",50,1,29,NA,1,NA,NA,NA,29,NA,NA
"GRPIR",50,247,5235,73,144,28,89,397,2981,1750,12456
"GRPLG",50,10,39,10,NA,NA,NA,39,NA,NA,NA
"GRSKG",50,116,1797,29,86,1,NA,192,1565,40,NA
"GRVOL",50,28,295,16,12,NA,NA,120,175,NA,NA
"ESAVS",50,10,97,9,1,NA,NA,73,24,NA,NA
"ESBIO",50,177,2004,126,49,2,NA,880,1007,118,NA
"ESGIJ",50,40,326,36,4,NA,NA,274,51,NA,NA
"ESLCG",50,24,169,24,NA,NA,NA,169,NA,NA,NA
"ESMPG",50,28,477,NA,28,NA,NA,NA,477,NA,NA
"ESPAS",50,1,10,1,NA,NA,NA,10,NA,NA,NA
"ESSDR",50,8,51,8,NA,NA,NA,51,NA,NA,NA
"ESVGO",50,157,1934,88,69,NA,NA,690,1243,NA,NA
"ESVIL",50,13,107,13,NA,NA,NA,107,NA,NA,NA
"ESAGP",50,47,1061,27,16,3,2,234,425,294,283
"ESALC",50,98,1137,49,49,NA,NA,394,743,NA,NA
"ESALG",50,3244,33438,2829,277,116,37,16269,6108,7428,6357
"ESBCN",50,620,17819,184,255,177,58,1433,4794,11160,8175
"ESCAD",50,99,1155,64,35,NA,NA,453,703,NA,NA
"ESCAR",50,61,426,54,7,NA,NA,331,95,NA,NA
"ESCAS",50,52,843,26,26,NA,NA,199,646,NA,NA
"ESLEI",50,1,8,1,NA,NA,NA,8,NA,NA,NA
"ESLPA",50,404,9888,154,163,87,3,1230,3486,5173,324
"ESPMI",50,61,460,61,NA,NA,NA,460,NA,NA,NA
"ESSCT",50,2249,11909,2173,76,NA,NA,10806,1104,NA,NA
"ESSVQ",50,27,149,27,NA,NA,NA,149,NA,NA,NA
"ESTAR",50,190,4681,108,17,65,NA,776,421,3483,NA
"ESCEU",50,34,151,34,NA,NA,NA,152,NA,NA,NA
"ESMLN",50,20,195,13,7,NA,NA,96,99,NA,NA
"FIHEL",50,219,2232,134,85,NA,NA,1096,1137,NA,NA
"FIHMN",50,51,579,24,27,NA,NA,152,426,NA,NA
"FIKEM",50,1,8,1,NA,NA,NA,8,NA,NA,NA
"FIKOK",50,9,27,9,NA,NA,NA,27,NA,NA,NA
"FIKTK",50,153,1704,73,80,NA,NA,540,1164,NA,NA
"FIOUL",50,7,54,7,NA,NA,NA,54,NA,NA,NA
"FIPOR",50,19,195,12,7,NA,NA,81,114,NA,NA
"FIRAU",50,89,1076,52,37,NA,NA,446,631,NA,NA
"FISKV",50,1,3,1,NA,NA,NA,3,NA,NA,NA
"FITKU",50,13,96,13,NA,NA,NA,96,NA,NA,NA
"FITOR",50,7,54,7,NA,NA,NA,54,NA,NA,NA
"FRBES",50,38,281,38,NA,NA,NA,281,NA,NA,NA
"FRBOD",50,26,454,12,14,NA,NA,120,334,NA,NA
"FRCER",50,1,5,1,NA,NA,NA,5,NA,NA,NA
"FRCQF",50,1,4,1,NA,NA,NA,4,NA,NA,NA
"FRDKK",50,94,3498,23,46,22,13,190,943,2030,2174
"FRLEH",50,597,26915,54,286,221,110,421,7709,14738,15832
"FRLRH",50,2,23,2,NA,NA,NA,22,NA,NA,NA
"FRNTE",50,84,1775,26,51,7,NA,230,1257,288,NA
"FRURO",50,74,945,34,40,NA,NA,201,743,NA,NA
"FRMRS",50,275,10283,78,81,115,39,609,2056,7511,5712
"REPDG",50,74,1432,8,57,9,1,57,1031,343,110
"HRPLE",50,49,456,26,23,NA,NA,149,307,NA,NA
"HRPUY",50,1,37,NA,1,NA,NA,NA,37,NA,NA
"HRRJK",50,61,1301,10,43,8,4,65,873,362,503
"HRSPU",50,20,111,20,NA,NA,NA,111,NA,NA,NA
"IEDUB",50,326,2168,313,13,NA,NA,1967,203,NA,NA
"IEORK",50,102,679,102,NA,NA,NA,680,NA,NA,NA
"IEWAT",50,141,936,129,12,NA,NA,809,126,NA,NA
"IT888",50,25,504,9,12,4,NA,70,272,163,NA
"ITAOI",50,151,2381,54,97,NA,NA,261,2121,NA,NA
"ITAUG",50,1,2,1,NA,NA,NA,2,NA,NA,NA
"ITBRI",50,1,2,1,NA,NA,NA,2,NA,NA,NA
"ITCAG",50,134,1379,69,64,1,NA,509,820,50,NA
"ITCTA",50,28,223,19,9,NA,NA,118,104,NA,NA
"ITCVV",50,59,987,3,56,NA,NA,12,976,NA,NA
"ITFCO",50,1,10,NA,1,NA,NA,NA,10,NA,NA
"ITGAI",50,1,1,1,NA,NA,NA,1,NA,NA,NA
"ITGIT",50,1048,21534,375,559,114,60,2383,11595,7556,8435
"ITGOA",50,600,17870,199,225,176,42,1095,5417,11359,5874
"ITLIV",50,218,8006,51,68,99,NA,414,1699,5893,NA
"ITMDC",50,7,79,2,5,NA,NA,8,72,NA,NA
"ITNAP",50,496,20546,159,75,262,NA,1109,1595,17841,NA
"ITPMO",50,54,454,42,12,NA,NA,263,190,NA,NA
"ITPZL",50,5,10,5,NA,NA,NA,10,NA,NA,NA
"ITQOS",50,1,1,1,NA,NA,NA,1,NA,NA,NA
"ITRAN",50,260,5141,27,233,NA,NA,205,4937,NA,NA
"ITSAL",50,65,436,63,2,NA,NA,410,26,NA,NA
"ITSPE",50,200,7060,40,81,79,41,279,1728,5052,6013
"ITSVN",50,32,1013,NA,21,11,NA,NA,547,466,NA
"ITTAR",50,139,3019,42,86,11,NA,189,2220,610,NA
"ITTPS",50,3,23,2,1,NA,NA,13,10,NA,NA
"ITTRI",50,3,22,3,NA,NA,NA,22,NA,NA,NA
"ITTRS",50,173,2809,90,74,9,4,674,1735,400,503
"ITVCE",50,279,4979,69,209,1,NA,407,4531,40,NA
"LTKLJ",50,175,1855,130,44,1,NA,891,923,40,NA
"LVRIX",50,102,1033,63,39,NA,NA,430,603,NA,NA
"LVVNT",50,1,6,1,NA,NA,NA,6,NA,NA,NA
"MTMAR",50,596,22278,156,180,237,149,1153,4989,13367,21798
"MTMLA",50,78,1314,29,49,NA,NA,177,1137,NA,NA
"NLAMS",50,60,1760,33,10,17,NA,225,258,1278,NA
"NLDZL",50,1,9,1,NA,NA,NA,9,NA,NA,NA
"NLHAR",50,1,2,1,NA,NA,NA,2,NA,NA,NA
"NLMOE",50,15,141,5,10,NA,NA,31,110,NA,NA
"NLRTM",50,1823,54455,907,431,407,252,5885,9573,29231,39478
"NLVLI",50,17,120,15,2,NA,NA,87,32,NA,NA
"NOAES",50,72,374,72,NA,NA,NA,375,NA,NA,NA
"NOBGO",50,34,210,34,NA,NA,NA,210,NA,NA,NA
"NOBOO",50,36,56,36,NA,NA,NA,56,NA,NA,NA
"NOBRE",50,9,42,9,NA,NA,NA,42,NA,NA,NA
"NOFRO",50,15,74,15,NA,NA,NA,73,NA,NA,NA
"NOGVL",50,5,28,5,NA,NA,NA,28,NA,NA,NA
"NOKRS",50,69,437,69,NA,NA,NA,438,NA,NA,NA
"NOLAR",50,35,285,35,NA,NA,NA,285,NA,NA,NA
"NOMAY",50,24,145,24,NA,NA,NA,144,NA,NA,NA
"NONVK",50,4,11,4,NA,NA,NA,11,NA,NA,NA
"NOOSL",50,103,670,103,NA,NA,NA,670,NA,NA,NA
"NOSVG",50,7,64,7,NA,NA,NA,64,NA,NA,NA
"PLGDN",50,176,1377,146,30,NA,26,1011,366,NA,4483
"PLGDY",50,160,1306,133,26,1,NA,658,607,40,NA
"PLSWI",50,1,4,1,NA,NA,NA,4,NA,NA,NA
"PLSZZ",50,45,257,44,1,NA,NA,230,27,NA,NA
"PTCNL",50,77,373,77,NA,NA,NA,372,NA,NA,NA
"PTFNC",50,1,4,1,NA,NA,NA,4,NA,NA,NA
"PTLEI",50,243,2233,189,54,NA,NA,1324,908,NA,NA
"PTLIS",50,248,2378,194,52,2,NA,1302,987,90,NA
"PTPDL",50,102,585,97,5,NA,NA,510,75,NA,NA
"PTPXO",50,9,51,9,NA,NA,NA,51,NA,NA,NA
"PTSET",50,19,183,6,13,NA,NA,39,144,NA,NA
"PTSIE",50,116,4024,41,36,31,28,365,955,1842,3508
"ROCND",50,167,3906,46,92,29,NA,286,2059,1561,NA
"SEGVX",50,63,713,36,27,NA,NA,278,435,NA,NA
"SEHEL",50,106,1132,70,36,NA,NA,479,653,NA,NA
"SELLA",50,1,8,1,NA,NA,NA,8,NA,NA,NA
"SEMMA",50,19,122,19,NA,NA,NA,122,NA,NA,NA
"SEOXE",50,13,42,13,NA,NA,NA,42,NA,NA,NA
"SESDL",50,5,78,1,4,NA,NA,8,70,NA,NA
"SESTO",50,25,159,25,NA,NA,NA,159,NA,NA,NA
"SETRG",50,1,6,1,NA,NA,NA,6,NA,NA,NA
"SEUME",50,2,25,1,1,NA,NA,8,17,NA,NA
"SEGOT",50,229,3396,161,52,16,39,1059,997,1341,6609
"SEHAD",50,14,89,14,NA,NA,NA,89,NA,NA,NA
"SEVAG",50,14,117,14,NA,NA,NA,117,NA,NA,NA
"SE88C",50,15,75,15,NA,NA,NA,76,NA,NA,NA
"SIKOP",50,136,2681,44,82,10,4,305,1861,516,503
"TRBTN",50,1,3,1,NA,NA,NA,3,NA,NA,NA
"TRTZX",50,12,302,12,NA,NA,NA,302,NA,NA,NA
"TRALI",50,1,3,1,NA,NA,NA,3,NA,NA,NA
"TRAMB",50,333,18286,69,233,30,11,1059,13150,3862,1729
"TRAYT",50,25,896,7,18,NA,NA,115,781,NA,NA
"TRGEM",50,62,2215,22,40,NA,NA,246,1969,NA,NA
"TRISK",50,6,26,6,NA,NA,NA,26,NA,NA,NA
"TRIST",50,53,1453,13,40,NA,NA,163,1290,NA,NA
"TRIZM",50,246,12771,58,187,1,NA,1142,11469,161,NA
"TRIZT",50,85,5120,12,57,16,11,74,3232,1814,1729
"TRMER",50,273,13936,88,160,25,11,1810,8482,3645,1367
"TR888",50,1,4,1,NA,NA,NA,4,NA,NA,NA
"GBABD",50,1,3,1,NA,NA,NA,3,NA,NA,NA
"GBBEL",50,109,898,96,13,NA,NA,696,203,NA,NA
"GBBRS",50,23,226,15,8,NA,NA,88,138,NA,NA
"GBCDF",50,6,51,6,NA,NA,NA,51,NA,NA,NA
"GBCYP",50,69,640,65,NA,4,NA,436,NA,204,NA
"GBDVR",50,2,21,1,1,NA,NA,5,16,NA,NA
"GBFOR",50,80,562,65,15,NA,NA,280,282,NA,NA
"GBFXT",50,602,27030,126,199,239,132,798,5606,16124,21285
"GBGOO",50,27,56,27,NA,NA,NA,56,NA,NA,NA
"GBHRW",50,6,55,5,1,NA,NA,39,16,NA,NA
"GBHUL",50,41,251,41,NA,NA,NA,251,NA,NA,NA
"GBIMM",50,9,61,7,2,NA,NA,36,25,NA,NA
"GBIPS",50,1,4,1,NA,NA,NA,4,NA,NA,NA
"GBLIV",50,121,2176,53,68,NA,NA,392,1784,NA,NA
"GBLON",50,273,6447,94,147,32,30,671,3924,1853,3932
"GBMED",50,113,6561,1,21,91,NA,6,586,5969,NA
"GBMME",50,117,1124,84,33,NA,NA,628,496,NA,NA
"GBNPT",50,1,3,1,NA,NA,NA,3,NA,NA,NA
"GBPME",50,13,128,13,NA,NA,NA,129,NA,NA,NA
"GBSOU",50,188,11632,43,16,117,102,302,541,9330,14759
"GBWPT",50,26,197,26,NA,NA,NA,197,NA,NA,NA
"BEANR",51,1080,35600,232,553,266,155,1855,14146,16105,22945
"BEGNE",51,14,131,14,NA,NA,NA,131,NA,NA,NA
"BEZEE",51,314,13979,86,106,82,13,542,1735,6932,2234
"BGBOJ",51,14,153,1,13,NA,NA,6,146,NA,NA
"BGVAR",51,57,713,18,39,NA,NA,137,575,NA,NA
"CYLMS",51,232,3655,118,100,14,NA,820,2137,698,NA
"DEBRE",51,14,209,8,6,NA,NA,60,149,NA,NA
"DEBRV",51,949,27500,403,268,260,147,2669,6376,15923,26477
"DECUX",51,13,115,13,NA,NA,NA,115,NA,NA,NA
"DEHAM",51,1300,40481,608,340,288,177,4082,7355,21852,26824
"DEKEL",51,4,54,2,2,NA,NA,19,35,NA,NA
"DELBC",51,4,23,4,NA,NA,NA,23,NA,NA,NA
"DEWIS",51,1,4,1,NA,NA,NA,4,NA,NA,NA
"DKAAL",51,16,165,3,13,NA,NA,20,144,NA,NA
"DKAAR",51,194,3142,133,47,14,13,1045,795,1302,1964
"DKCPH",51,109,752,106,3,NA,NA,706,46,NA,NA
"DKEBJ",51,14,70,14,NA,NA,NA,70,NA,NA,NA
"DKFRC",51,30,252,25,5,NA,NA,178,74,NA,NA
"DKGRE",51,1,0,1,NA,NA,NA,0,NA,NA,NA
"DKKOG",51,4,5,4,NA,NA,NA,6,NA,NA,NA
"DKRAN",51,1,2,1,NA,NA,NA,2,NA,NA,NA
"EETLL",51,96,1046,57,39,NA,NA,338,708,NA,NA
"GRCLK",51,6,27,5,1,NA,NA,11,17,NA,NA
"GREEU",51,3,41,2,1,NA,NA,8,33,NA,NA
"GRGPA",51,2,4,2,NA,NA,NA,4,NA,NA,NA
"GRHER",51,12,90,11,1,NA,NA,76,14,NA,NA
"GRIGO",51,1,2,1,NA,NA,NA,2,NA,NA,NA
"GRMGR",51,1,46,NA,NA,1,NA,NA,NA,46,NA
"GRPIR",51,276,7205,61,165,42,112,383,3607,2580,16038
"GRPLG",51,7,45,7,NA,NA,NA,45,NA,NA,NA
"GRRHO",51,3,7,3,NA,NA,NA,7,NA,NA,NA
"GRSKG",51,114,1728,34,80,NA,NA,235,1493,NA,NA
"GRVOL",51,22,219,14,8,NA,NA,109,110,NA,NA
"ESBIO",51,143,1531,104,39,NA,NA,770,760,NA,NA
"ESGIJ",51,34,284,32,2,NA,NA,257,27,NA,NA
"ESLCG",51,22,155,22,NA,NA,NA,155,NA,NA,NA
"ESMPG",51,26,426,1,25,NA,NA,4,422,NA,NA
"ESSDR",51,5,28,5,NA,NA,NA,28,NA,NA,NA
"ESVGO",51,152,1894,84,68,NA,NA,694,1200,NA,NA
"ESVIL",51,7,53,7,NA,NA,NA,53,NA,NA,NA
"ESAGP",51,91,2526,40,40,7,NA,348,871,687,NA
"ESALC",51,87,833,65,22,NA,NA,501,331,NA,NA
"ESALG",51,3800,36971,3356,307,117,45,19841,6613,7388,7858
"ESBCN",51,606,17964,183,228,193,68,1412,4317,12019,9642
"ESCAD",51,72,868,42,30,NA,NA,307,561,NA,NA
"ESCAR",51,72,500,62,10,NA,NA,353,147,NA,NA
"ESCAS",51,57,987,21,36,NA,NA,143,845,NA,NA
"ESLEI",51,6,38,6,NA,NA,NA,38,NA,NA,NA
"ESLPA",51,379,9591,174,121,84,6,1388,2982,5220,647
"ESPMI",51,69,537,68,1,NA,NA,517,19,NA,NA
"ESSCT",51,2283,12170,2226,57,NA,NA,11389,780,NA,NA
"ESSVQ",51,38,228,38,NA,NA,NA,228,NA,NA,NA
"ESTAR",51,128,3111,72,13,43,NA,523,333,2255,NA
"ESCEU",51,37,201,35,2,NA,NA,173,30,NA,NA
"ESMLN",51,18,168,11,7,NA,NA,68,100,NA,NA
"FIHEL",51,209,2181,119,90,NA,NA,964,1217,NA,NA
"FIHMN",51,47,568,20,27,NA,NA,128,439,NA,NA
"FIKOK",51,7,21,7,NA,NA,NA,21,NA,NA,NA
"FIKTK",51,136,1649,47,89,NA,NA,342,1308,NA,NA
"FIOUL",51,13,100,13,NA,NA,NA,100,NA,NA,NA
"FIPOR",51,12,129,7,5,NA,NA,46,83,NA,NA
"FIRAU",51,72,904,36,36,NA,NA,291,613,NA,NA
"FITKU",51,15,113,15,NA,NA,NA,113,NA,NA,NA
"FITOR",51,7,54,7,NA,NA,NA,54,NA,NA,NA
"FRBES",51,38,278,38,NA,NA,NA,278,NA,NA,NA
"FRBOD",51,31,523,15,16,NA,NA,150,373,NA,NA
"FRDKK",51,85,4206,21,39,20,14,177,816,1855,2285
"FRLEH",51,597,26813,73,260,223,118,527,7063,14603,17333
"FRNTE",51,100,2082,34,56,10,NA,307,1332,445,NA
"FRURO",51,72,976,34,38,NA,NA,237,739,NA,NA
"FRMRS",51,284,10292,66,114,104,38,466,2746,7080,5491
"REPDG",51,78,1589,10,57,11,NA,76,1046,467,NA
"HRPLE",51,24,283,13,11,NA,NA,84,199,NA,NA
"HRRJK",51,66,990,16,49,1,9,71,853,67,1273
"HRSPU",51,11,72,11,NA,NA,NA,71,NA,NA,NA
"IEDUB",51,335,2258,322,13,NA,NA,2052,206,NA,NA
"IEORK",51,91,624,91,NA,NA,NA,624,NA,NA,NA
"IEWAT",51,135,872,124,11,NA,NA,757,116,NA,NA
"IT888",51,20,450,5,10,5,NA,46,192,212,NA
"ITAOI",51,144,1987,60,84,NA,NA,335,1651,NA,NA
"ITAUG",51,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITBDS",51,3,13,3,NA,NA,NA,13,NA,NA,NA
"ITBLT",51,2,2,2,NA,NA,NA,2,NA,NA,NA
"ITBRI",51,1,4,1,NA,NA,NA,4,NA,NA,NA
"ITCAG",51,164,2054,76,85,3,NA,446,1459,148,NA
"ITCHI",51,1,1,1,NA,NA,NA,1,NA,NA,NA
"ITCTA",51,7,51,7,NA,NA,NA,51,NA,NA,NA
"ITCVV",51,54,1215,1,53,NA,NA,2,1213,NA,NA
"ITGIT",51,905,18774,278,543,84,37,1812,11545,5418,5467
"ITGOA",51,577,16451,202,226,149,50,1084,5875,9492,7073
"ITLIV",51,283,10338,67,86,130,NA,554,2280,7505,NA
"ITMDC",51,11,144,3,8,NA,NA,14,129,NA,NA
"ITMNF",51,2,15,1,1,NA,NA,1,14,NA,NA
"ITNAP",51,545,24238,112,122,311,NA,716,2544,20978,NA
"ITOTN",51,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITPIO",51,8,60,8,NA,NA,NA,60,NA,NA,NA
"ITPMO",51,49,465,35,14,NA,NA,244,222,NA,NA
"ITPZL",51,8,21,8,NA,NA,NA,21,NA,NA,NA
"ITRAN",51,244,4814,38,206,NA,NA,251,4564,NA,NA
"ITSAL",51,48,470,41,7,NA,NA,284,187,NA,NA
"ITSPE",51,187,6892,26,76,85,62,146,1617,5129,9255
"ITSVN",51,50,1107,22,10,18,NA,141,187,778,NA
"ITTAR",51,123,2665,29,91,3,NA,128,2370,166,NA
"ITTPS",51,7,73,3,4,NA,NA,30,43,NA,NA
"ITTRS",51,163,1921,99,64,NA,9,598,1323,NA,1272
"ITVCE",51,238,3445,96,142,NA,NA,568,2877,NA,NA
"LTKLJ",51,154,1872,109,42,3,NA,822,929,121,NA
"LVRIX",51,127,1304,74,53,NA,NA,482,822,NA,NA
"LVVNT",51,1,8,1,NA,NA,NA,8,NA,NA,NA
"MTMAR",51,615,22858,120,239,215,168,842,5200,11653,24339
"MTMLA",51,74,1436,26,47,1,NA,194,1177,65,NA
"NLAMS",51,18,1008,NA,6,12,NA,NA,98,910,NA
"NLDZL",51,3,13,3,NA,NA,NA,13,NA,NA,NA
"NLHAR",51,6,21,6,NA,NA,NA,21,NA,NA,NA
"NLMOE",51,18,197,NA,18,NA,NA,NA,197,NA,NA
"NLRTM",51,1705,49506,820,438,394,250,5486,9365,27713,39842
"NLVLI",51,9,57,9,NA,NA,NA,57,NA,NA,NA
"NOAES",51,72,410,72,NA,NA,NA,409,NA,NA,NA
"NOBGO",51,32,232,32,NA,NA,NA,231,NA,NA,NA
"NOBOO",51,39,63,39,NA,NA,NA,62,NA,NA,NA
"NOBRE",51,10,27,10,NA,NA,NA,27,NA,NA,NA
"NOEGD",51,1,3,1,NA,NA,NA,3,NA,NA,NA
"NOFRO",51,26,144,26,NA,NA,NA,144,NA,NA,NA
"NOGVL",51,14,95,14,NA,NA,NA,94,NA,NA,NA
"NOKRS",51,73,529,73,NA,NA,NA,528,NA,NA,NA
"NOLAR",51,39,317,39,NA,NA,NA,316,NA,NA,NA
"NOMAY",51,30,199,30,NA,NA,NA,199,NA,NA,NA
"NONVK",51,5,14,5,NA,NA,NA,14,NA,NA,NA
"NOOSL",51,110,759,109,1,NA,NA,747,12,NA,NA
"NOSVG",51,14,140,14,NA,NA,NA,140,NA,NA,NA
"PLGDN",51,165,1419,132,33,NA,23,974,445,NA,4177
"PLGDY",51,157,1534,126,28,3,NA,734,679,121,NA
"PLSWI",51,1,3,1,NA,NA,NA,3,NA,NA,NA
"PLSZZ",51,56,338,54,2,NA,NA,312,26,NA,NA
"PTCNL",51,77,373,77,NA,NA,NA,372,NA,NA,NA
"PTLEI",51,282,2754,204,78,NA,NA,1455,1299,NA,NA
"PTLIS",51,249,2859,176,67,6,NA,1196,1415,247,NA
"PTPDL",51,106,640,102,3,1,NA,536,39,66,NA
"PTPXO",51,7,40,7,NA,NA,NA,40,NA,NA,NA
"PTSET",51,23,188,3,14,NA,NA,30,158,NA,NA
"PTSIE",51,128,4229,45,42,32,28,367,1078,1814,3625
"ROCND",51,155,4008,49,69,37,NA,323,1540,2145,NA
"SEGVX",51,74,797,43,31,NA,NA,309,489,NA,NA
"SEHEL",51,98,1060,61,37,NA,NA,415,645,NA,NA
"SELLA",51,2,10,2,NA,NA,NA,10,NA,NA,NA
"SEMMA",51,30,195,30,NA,NA,NA,195,NA,NA,NA
"SEOXE",51,8,24,8,NA,NA,NA,24,NA,NA,NA
"SESTO",51,30,201,26,4,NA,NA,157,44,NA,NA
"SEUME",51,2,25,1,1,NA,NA,8,17,NA,NA
"SEGOT",51,224,3479,159,48,17,12,1110,992,1378,2034
"SEHAD",51,19,157,16,3,NA,NA,110,47,NA,NA
"SEVAG",51,14,119,14,NA,NA,NA,119,NA,NA,NA
"SE88C",51,15,82,15,NA,NA,NA,82,NA,NA,NA
"SIKOP",51,122,2892,21,88,13,10,115,1807,970,1413
"TRERE",51,1,12,NA,1,NA,NA,NA,12,NA,NA
"TRSSX",51,1,5,1,NA,NA,NA,5,NA,NA,NA
"TRTZX",51,15,536,13,2,NA,NA,360,175,NA,NA
"TRALI",51,3,12,3,NA,NA,5,12,NA,NA,659
"TRAMB",51,305,18335,76,190,34,19,1268,11282,4708,2751
"TRAYT",51,25,1094,2,23,NA,NA,60,1034,NA,NA
"TRBOT",51,1,3,1,NA,NA,NA,3,NA,NA,NA
"TRGEM",51,81,2662,18,63,NA,1,193,2469,NA,111
"TRISK",51,3,12,3,NA,NA,NA,12,NA,NA,NA
"TRIST",51,66,2064,13,53,NA,NA,167,1899,NA,NA
"TRIZM",51,218,11071,70,148,NA,NA,1334,9736,NA,NA
"TRIZT",51,80,5606,23,38,19,14,162,2533,2911,2092
"TRMER",51,273,13276,92,157,24,11,1725,8899,2651,1366
"TRTEK",51,1,6,1,NA,NA,12,6,NA,NA,1829
"GB221",51,1,3,1,NA,NA,NA,3,NA,NA,NA
"GBBEL",51,105,890,92,13,NA,NA,684,206,NA,NA
"GBBRS",51,36,344,25,11,NA,NA,132,213,NA,NA
"GBCDF",51,8,75,8,NA,NA,NA,75,NA,NA,NA
"GBCYP",51,63,430,62,NA,1,NA,381,NA,49,NA
"GBFOR",51,69,464,56,13,NA,NA,235,230,NA,NA
"GBFXT",51,656,30508,140,210,255,132,846,5833,17639,21295
"GBGOO",51,33,69,33,NA,NA,NA,69,NA,NA,NA
"GBHRW",51,2,17,2,NA,NA,NA,17,NA,NA,NA
"GBHUL",51,67,401,67,NA,NA,NA,401,NA,NA,NA
"GBIMM",51,11,65,10,1,NA,NA,54,11,NA,NA
"GBIPS",51,3,12,3,NA,NA,NA,12,NA,NA,NA
"GBLIV",51,114,2137,50,64,NA,NA,354,1784,NA,NA
"GBLON",51,270,6091,109,126,35,34,750,3344,1999,4382
"GBMED",51,100,5602,NA,20,80,NA,NA,578,5024,NA
